create_time,breath_line,heart_line
2025/06/22 19:07:38,0.00456375,-0.018403
2025/06/22 19:07:39,-0.0120864,-0.0291307
2025/06/22 19:07:40,-0.015854,0.00413291
2025/06/22 19:07:41,0.0287858,0.0467066
2025/06/22 19:07:42,0.012542,-0.0257572
2025/06/22 19:07:43,-0.00415081,0.0142914
2025/06/22 19:07:44,-0.0165287,-0.0177024
2025/06/22 19:07:45,0.00396104,-0.0198621
2025/06/22 19:07:46,-0.00587319,-0.0917982
2025/06/22 19:07:47,0.00400116,0.00116771
2025/06/22 19:07:48,0.000277286,0.0165781
2025/06/22 19:07:49,0.00305013,-0.0615808
2025/06/22 19:07:50,-0.00362867,0.00174271
2025/06/22 19:07:51,0.00053826,-0.00694258
2025/06/22 19:07:52,0.00515404,-0.0124243
2025/06/22 19:07:53,-0.00322288,-0.00696203
2025/06/22 19:07:54,0.00420043,0.02039
2025/06/22 19:07:55,0.000364257,0.0446633
2025/06/22 19:07:56,-0.00267274,0.0018118
2025/06/22 19:07:57,-0.00270318,0.037194
2025/06/22 19:07:58,-0.0590209,0.360091
2025/06/22 19:07:59,0.0282989,0.00866242
2025/06/22 19:08:00,0.0351092,0.0261183
2025/06/22 19:08:01,-0.00759815,0.0341034
2025/06/22 19:08:02,-0.00606355,-0.0416248
2025/06/22 19:08:03,0.0177844,0.0461298
2025/06/22 19:08:04,-0.0232064,-0.00170972
2025/06/22 19:08:05,-0.0147704,0.0117091
2025/06/22 19:08:06,0.0297443,0.0218488
2025/06/22 19:08:07,-0.0160637,-0.00704515
2025/06/22 19:08:08,-0.0140042,-0.0127404
2025/06/22 19:08:09,0.0251847,0.0241697
2025/06/22 19:08:10,-0.0161144,0.0201273
2025/06/22 19:08:11,-0.0102102,0.0240472
2025/06/22 19:08:12,0.0229523,0.0389646
2025/06/22 19:08:13,-0.0132648,0.0438825
2025/06/22 19:08:14,-0.0130302,0.0326924
2025/06/22 19:08:15,0.0230566,0.0440617
2025/06/22 19:08:16,-0.0116293,0.0623557
2025/06/22 19:08:17,-0.0189041,-0.0129577
2025/06/22 19:08:18,0.0309504,-0.0338792
2025/06/22 19:08:19,-0.00972497,-0.0635785
2025/06/22 19:08:20,-0.0167626,0.0717809
2025/06/22 19:08:21,0.0231764,-0.0824593
2025/06/22 19:08:22,-0.00281354,0.0131242
2025/06/22 19:08:23,0.0,0.0
2025/06/22 19:08:24,-0.0166764,0.128834
2025/06/22 19:08:25,0.00324774,-0.22387
2025/06/22 19:08:26,-0.0157842,0.132437
2025/06/22 19:08:27,-0.150407,-0.0201831
2025/06/22 19:08:28,0.0961012,0.146693
2025/06/22 19:08:29,0.0520322,-0.0360148
2025/06/22 19:08:30,0.0151923,0.102986
2025/06/22 19:08:31,-0.0323021,0.0199839
2025/06/22 19:08:32,-0.00262634,-0.013161
2025/06/22 19:08:33,-0.00166023,0.00487104
2025/06/22 19:08:34,-0.02152,-0.0205512
2025/06/22 19:08:35,0.00289952,-0.042423
2025/06/22 19:08:36,-0.00222872,-0.0266481
2025/06/22 19:08:37,0.00349237,-0.0771855
2025/06/22 19:08:38,0.00735278,-0.00906738
